,location,tweetid,timestamp,retweetcount,text,hashtags
589,Ukraine,1553908376697987072,2022-08-01 01:00:01,0,"Animal shelter Dogs and Cats, we need your help!
Raising funds food for animals.
PayPal: dogandcat.helper@gmail.com
https://t.co/Z3re0ItTfy
https://t.co/I9dbwRrtg0
https://t.co/71pErM8xBZ

#Ukraine #Patreon #dogsoftwitter #Shelter #Dogs #Cats #Cute #Pets #Funny
#Dogsarefamily https://t.co/iFb7grKHyw","[{'text': 'Ukraine', 'indices': [189, 197]}, {'text': 'Patreon', 'indices': [198, 206]}, {'text': 'dogsoftwitter', 'indices': [207, 221]}, {'text': 'Shelter', 'indices': [222, 230]}, {'text': 'Dogs', 'indices': [231, 236]}, {'text': 'Cats', 'indices': [237, 242]}, {'text': 'Cute', 'indices': [243, 248]}, {'text': 'Pets', 'indices': [249, 254]}, {'text': 'Funny', 'indices': [255, 261]}, {'text': 'Dogsarefamily', 'indices': [262, 276]}]"
590,"Manhattan, NY",1553908376379072513,2022-08-01 01:00:01,2,"The financial challenges triggered by #COVID19 and war in #Ukraine are threatening the @UN response to #HIV and #AIDS.

🎧Listen to what @UNDP's @Mandeep_Dh has to say about the situation.⬇️

https://t.co/PijliL0x4B","[{'text': 'COVID19', 'indices': [38, 46]}, {'text': 'Ukraine', 'indices': [58, 66]}, {'text': 'HIV', 'indices': [103, 107]}, {'text': 'AIDS', 'indices': [112, 117]}]"
591,"Millarville, AB",1553908379071918080,2022-08-01 01:00:02,1,You are truly disgusting for normally covering this country’s “heroes” while their government is committing #WarCrimes in #Ukraine 😡how much is #russianlobby paying your network😡 #StopPutin propaganda #RussiaIsATerrorristState cover @navalny ask @ekaramurza pastel colour 🇷🇺 https://t.co/vwu3XVVanN https://t.co/dpqeHvCk22,"[{'text': 'WarCrimes', 'indices': [108, 118]}, {'text': 'Ukraine', 'indices': [122, 130]}, {'text': 'russianlobby', 'indices': [144, 157]}, {'text': 'StopPutin', 'indices': [179, 189]}, {'text': 'RussiaIsATerrorristState', 'indices': [201, 226]}]"
592,on Twitter since 2006,1553908389436166144,2022-08-01 01:00:04,2,Mayor: Explosions heard in Mykolaiv on Aug. 1. https://t.co/78cKswYJMW - source :  #WarInUkraine #StandWithUkraine,"[{'text': 'WarInUkraine', 'indices': [83, 96]}, {'text': 'StandWithUkraine', 'indices': [97, 114]}]"
593,Sunset Empire GPNW: ANTIFA HQ,1553908418959642624,2022-08-01 01:00:11,10,"Goodnight - beware the collaborator posing as Centrist.

#SlavaUkraini  🇺🇦","[{'text': 'SlavaUkraini', 'indices': [57, 70]}]"
594,,1553908420444569600,2022-08-01 01:00:12,1,German Government Approves Sale Of 100 PzH 2000 Howitzers To Ukraine #Ukraine #Kyiv #UkraineWar #Germany https://t.co/7HoQv0PCOj,"[{'text': 'Ukraine', 'indices': [69, 77]}, {'text': 'Kyiv', 'indices': [78, 83]}, {'text': 'UkraineWar', 'indices': [84, 95]}, {'text': 'Germany', 'indices': [96, 104]}]"
595,Fighting in the Twitter trench,1553908421568634880,2022-08-01 01:00:12,0,"🇨🇦An infestation of 🇷🇺 Useful Idiots.

#UkraineRussiaWar #Anonymous #FckPutin #StandWithUkraine #PutinIsaWarCriminal 
#RussianArmy #RussianInvasion #UkraineUnderAttaсk 
#РоссияСмотри #RussiaIsATerroristState #CancelRussia https://t.co/iLN9vLbvTg","[{'text': 'UkraineRussiaWar', 'indices': [39, 56]}, {'text': 'Anonymous', 'indices': [57, 67]}, {'text': 'FckPutin', 'indices': [68, 77]}, {'text': 'StandWithUkraine', 'indices': [78, 95]}, {'text': 'PutinIsaWarCriminal', 'indices': [96, 116]}, {'text': 'RussianArmy', 'indices': [118, 130]}, {'text': 'RussianInvasion', 'indices': [131, 147]}, {'text': 'UkraineUnderAttaсk', 'indices': [148, 167]}, {'text': 'РоссияСмотри', 'indices': [169, 182]}, {'text': 'RussiaIsATerroristState', 'indices': [183, 207]}, {'text': 'CancelRussia', 'indices': [208, 221]}]"
596,,1553908430510899200,2022-08-01 01:00:14,1,North Macedonia Donates T-72 Tanks To Ukraine #Ukraine #UkraineWar #Macedonia https://t.co/dBEAebY5d7,"[{'text': 'Ukraine', 'indices': [46, 54]}, {'text': 'UkraineWar', 'indices': [55, 66]}, {'text': 'Macedonia', 'indices': [67, 77]}]"
597,"Wien, Österreich",1553908465415999488,2022-08-01 01:00:23,0,@es_funk_nicht @Evelyn__020 @christogrozev @EliotHiggins @NATO There is only one outcome after 30 years of missed chances to get thinks regarding #Russia right but it will not be what you are dreaming of...,"[{'text': 'Russia', 'indices': [146, 153]}]"
598,Lost in the Minnesota North Woods,1553908474479890435,2022-08-01 01:00:25,0,'Worse Than Azovstal': Relatives Of Ukrainian POWs At Olenivka Shine The Spotlight On 'Horrific' Conditions There https://t.co/zlH7ihkkcn #UkraineRussiaWar #UkraineUnderAttaсk #UkraineWar,"[{'text': 'UkraineRussiaWar', 'indices': [138, 155]}, {'text': 'UkraineUnderAttaсk', 'indices': [156, 175]}, {'text': 'UkraineWar', 'indices': [176, 187]}]"
